抽せん日,本数字,回別,ストレート,ボックス,セット(ストレート),セット(ボックス),ミニ
1999-02-15,"[2, 9, 5]",第508回,,,,,
1999-02-17,"[8, 3, 1]",第509回,,,,,
1999-02-19,"[2, 5, 3]",第510回,,,,,
1999-02-22,"[9, 1, 4]",第511回,,,,,
1999-02-24,"[9, 4, 7]",第512回,,,,,
1999-02-26,"[9, 0, 0]",第513回,,,,,
1999-03-01,"[1, 2, 2]",第514回,,,,,
1999-03-03,"[2, 8, 6]",第515回,,,,,
1999-03-05,"[5, 8, 3]",第516回,,,,,
1999-03-08,"[2, 8, 7]",第517回,,,,,
1999-03-10,"[4, 0, 2]",第518回,,,,,
1999-03-12,"[6, 5, 8]",第519回,,,,,
1999-03-15,"[4, 9, 3]",第520回,,,,,
1999-03-17,"[5, 3, 5]",第521回,,,,,
1999-03-19,"[0, 7, 3]",第522回,,,,,
1999-03-22,"[5, 3, 2]",第523回,,,,,
1999-03-24,"[0, 3, 6]",第524回,,,,,
1999-03-26,"[9, 1, 9]",第525回,,,,,
1999-03-29,"[3, 5, 7]",第526回,,,,,
1999-03-31,"[5, 9, 3]",第527回,,,,,
1999-04-02,"[7, 4, 3]",第528回,,,,,
1999-04-05,"[4, 1, 3]",第529回,,,,,
1999-04-07,"[7, 1, 9]",第530回,,,,,
1999-04-09,"[8, 3, 5]",第531回,,,,,
1999-04-12,"[2, 7, 7]",第532回,,,,,
1999-04-14,"[2, 0, 0]",第533回,,,,,
1999-04-16,"[4, 3, 2]",第534回,,,,,
1999-04-19,"[2, 0, 5]",第535回,,,,,
1999-04-21,"[9, 5, 1]",第536回,,,,,
1999-04-23,"[9, 9, 8]",第537回,,,,,
1999-04-26,"[6, 2, 8]",第538回,,,,,
1999-04-28,"[4, 3, 5]",第539回,,,,,
1999-04-30,"[1, 5, 4]",第540回,,,,,
1999-05-03,"[0, 3, 3]",第541回,,,,,
1999-05-05,"[6, 1, 4]",第542回,,,,,
1999-05-07,"[3, 6, 2]",第543回,,,,,
1999-05-10,"[2, 6, 9]",第544回,,,,,
1999-05-12,"[8, 3, 8]",第545回,,,,,
1999-05-14,"[0, 9, 8]",第546回,,,,,
1999-05-17,"[8, 0, 6]",第547回,,,,,
1999-05-19,"[4, 1, 1]",第548回,,,,,
1999-05-21,"[4, 5, 0]",第549回,,,,,
1999-05-24,"[6, 6, 6]",第550回,,,,,
1999-05-26,"[3, 0, 0]",第551回,,,,,
1999-05-28,"[9, 9, 3]",第552回,,,,,
1999-05-31,"[0, 1, 9]",第553回,,,,,
1999-06-02,"[3, 5, 5]",第554回,,,,,
1999-06-04,"[6, 0, 2]",第555回,,,,,
1999-06-07,"[3, 3, 1]",第556回,,,,,
1999-06-09,"[4, 4, 3]",第557回,,,,,
1999-06-11,"[6, 6, 6]",第558回,,,,,
1999-06-14,"[2, 9, 7]",第559回,,,,,
1999-06-16,"[0, 5, 7]",第560回,,,,,
1999-06-18,"[1, 9, 0]",第561回,,,,,
1999-06-21,"[3, 8, 2]",第562回,,,,,
1999-06-23,"[0, 8, 0]",第563回,,,,,
1999-06-25,"[7, 3, 2]",第564回,,,,,
1999-06-28,"[9, 8, 2]",第565回,,,,,
1999-06-30,"[9, 0, 6]",第566回,,,,,
1999-07-02,"[4, 3, 3]",第567回,,,,,
1999-07-05,"[9, 5, 3]",第568回,,,,,
1999-07-07,"[0, 4, 9]",第569回,,,,,
1999-07-09,"[5, 8, 7]",第570回,,,,,
1999-07-12,"[7, 9, 8]",第571回,,,,,
1999-07-14,"[7, 3, 1]",第572回,,,,,
1999-07-16,"[5, 9, 7]",第573回,,,,,
1999-07-19,"[9, 1, 0]",第574回,,,,,
1999-07-21,"[9, 3, 9]",第575回,,,,,
1999-07-23,"[4, 8, 7]",第576回,,,,,
1999-07-26,"[2, 2, 8]",第577回,,,,,
1999-07-28,"[3, 9, 8]",第578回,,,,,
1999-07-30,"[5, 8, 8]",第579回,,,,,
1999-08-02,"[3, 8, 5]",第580回,,,,,
1999-08-04,"[1, 6, 0]",第581回,,,,,
1999-08-06,"[3, 1, 5]",第582回,,,,,
1999-08-09,"[8, 5, 0]",第583回,,,,,
1999-08-11,"[0, 8, 5]",第584回,,,,,
1999-08-13,"[3, 6, 5]",第585回,,,,,
1999-08-16,"[2, 0, 7]",第586回,,,,,
1999-08-18,"[5, 6, 9]",第587回,,,,,
1999-08-20,"[6, 5, 2]",第588回,,,,,
1999-08-23,"[4, 8, 5]",第589回,,,,,
1999-08-25,"[9, 4, 7]",第590回,,,,,
1999-08-27,"[0, 4, 6]",第591回,,,,,
1999-08-30,"[0, 3, 6]",第592回,,,,,
1999-09-01,"[8, 2, 9]",第593回,,,,,
1999-09-03,"[1, 3, 0]",第594回,,,,,
1999-09-06,"[1, 6, 2]",第595回,,,,,
1999-09-08,"[1, 9, 3]",第596回,,,,,
1999-09-10,"[4, 2, 9]",第597回,,,,,
1999-09-13,"[3, 0, 6]",第598回,,,,,
1999-09-15,"[5, 5, 4]",第599回,,,,,
1999-09-17,"[7, 5, 2]",第600回,,,,,
1999-09-20,"[4, 2, 1]",第601回,,,,,
1999-09-22,"[9, 7, 9]",第602回,,,,,
1999-09-24,"[6, 9, 9]",第603回,,,,,
1999-09-27,"[9, 3, 9]",第604回,,,,,
1999-09-29,"[0, 3, 0]",第605回,,,,,
1999-10-01,"[6, 3, 8]",第606回,,,,,
1999-10-04,"[4, 0, 5]",第607回,,,,,
1999-10-06,"[9, 6, 4]",第608回,,,,,
1999-10-08,"[1, 7, 8]",第609回,,,,,
1999-10-11,"[3, 3, 7]",第610回,,,,,
1999-10-13,"[8, 0, 1]",第611回,,,,,
1999-10-15,"[7, 3, 0]",第612回,,,,,
1999-10-18,"[5, 9, 1]",第613回,,,,,
1999-10-20,"[3, 6, 9]",第614回,,,,,
1999-10-22,"[1, 4, 2]",第615回,,,,,
1999-10-25,"[4, 7, 5]",第616回,,,,,
1999-10-27,"[0, 9, 2]",第617回,,,,,
1999-10-29,"[2, 7, 9]",第618回,,,,,
1999-11-01,"[5, 6, 7]",第619回,,,,,
1999-11-03,"[8, 6, 6]",第620回,,,,,
1999-11-05,"[0, 4, 4]",第621回,,,,,
1999-11-08,"[6, 3, 9]",第622回,,,,,
1999-11-10,"[3, 0, 8]",第623回,,,,,
1999-11-12,"[6, 7, 5]",第624回,,,,,
1999-11-15,"[5, 4, 6]",第625回,,,,,
1999-11-17,"[5, 8, 8]",第626回,,,,,
1999-11-19,"[4, 7, 2]",第627回,,,,,
1999-11-22,"[2, 0, 1]",第628回,,,,,
1999-11-24,"[1, 1, 8]",第629回,,,,,
1999-11-26,"[2, 2, 3]",第630回,,,,,
1999-11-29,"[1, 9, 4]",第631回,,,,,
1999-12-01,"[1, 8, 2]",第632回,,,,,
1999-12-03,"[4, 4, 6]",第633回,,,,,
1999-12-06,"[3, 8, 2]",第634回,,,,,
1999-12-08,"[6, 6, 9]",第635回,,,,,
1999-12-10,"[4, 0, 3]",第636回,,,,,
1999-12-13,"[6, 3, 3]",第637回,,,,,
1999-12-15,"[9, 5, 1]",第638回,,,,,
1999-12-17,"[7, 8, 3]",第639回,,,,,
1999-12-20,"[9, 0, 8]",第640回,,,,,
1999-12-22,"[6, 3, 6]",第641回,,,,,
1999-12-24,"[4, 3, 3]",第642回,,,,,
1999-12-27,"[3, 6, 4]",第643回,,,,,
1999-12-29,"[9, 4, 9]",第644回,,,,,
2000-01-05,"[5, 8, 4]",第645回,,,,,
2000-01-07,"[7, 3, 2]",第646回,,,,,
2000-01-10,"[1, 7, 5]",第647回,,,,,
2000-01-12,"[0, 4, 4]",第648回,,,,,
2000-01-14,"[2, 8, 2]",第649回,,,,,
2000-01-17,"[9, 6, 9]",第650回,,,,,
2000-01-19,"[3, 4, 5]",第651回,,,,,
2000-01-21,"[2, 5, 8]",第652回,,,,,
2000-01-24,"[0, 3, 7]",第653回,,,,,
2000-01-26,"[5, 0, 7]",第654回,,,,,
2000-01-28,"[7, 9, 8]",第655回,,,,,
2000-01-31,"[0, 2, 8]",第656回,,,,,
2000-02-02,"[9, 5, 9]",第657回,,,,,
2000-02-04,"[5, 5, 3]",第658回,,,,,
2000-02-07,"[6, 4, 9]",第659回,,,,,
2000-02-09,"[8, 7, 5]",第660回,,,,,
2000-02-11,"[0, 8, 1]",第661回,,,,,
2000-02-14,"[6, 4, 6]",第662回,,,,,
2000-02-16,"[0, 7, 0]",第663回,,,,,
2000-02-18,"[1, 9, 5]",第664回,,,,,
2000-02-21,"[2, 9, 7]",第665回,,,,,
2000-02-23,"[2, 7, 7]",第666回,,,,,
2000-02-25,"[9, 4, 3]",第667回,,,,,
2000-02-28,"[1, 5, 7]",第668回,,,,,
2000-03-01,"[3, 6, 7]",第669回,,,,,
2000-03-03,"[8, 1, 1]",第670回,,,,,
2000-03-06,"[6, 8, 2]",第671回,,,,,
2000-03-08,"[9, 1, 6]",第672回,,,,,
2000-03-10,"[3, 8, 5]",第673回,,,,,
2000-03-13,"[4, 7, 8]",第674回,,,,,
2000-03-15,"[9, 4, 4]",第675回,,,,,
2000-03-17,"[8, 3, 0]",第676回,,,,,
2000-03-20,"[0, 6, 8]",第677回,,,,,
2000-03-22,"[6, 2, 8]",第678回,,,,,
2000-03-24,"[2, 6, 1]",第679回,,,,,
2000-03-27,"[2, 7, 7]",第680回,,,,,
2000-03-29,"[5, 0, 3]",第681回,,,,,
2000-03-31,"[9, 7, 3]",第682回,,,,,
2000-04-03,"[6, 3, 2]",第683回,,,,,
2000-04-05,"[7, 1, 5]",第684回,,,,,
2000-04-07,"[9, 4, 7]",第685回,,,,,
2000-04-10,"[7, 9, 0]",第686回,,,,,
2000-04-12,"[7, 5, 1]",第687回,,,,,
2000-04-14,"[2, 3, 2]",第688回,,,,,
2000-04-17,"[0, 4, 2]",第689回,,,,,
2000-04-19,"[2, 7, 4]",第690回,,,,,
2000-04-21,"[1, 3, 2]",第691回,,,,,
2000-04-24,"[5, 4, 8]",第692回,,,,,
2000-04-26,"[0, 9, 4]",第693回,,,,,
2000-04-28,"[9, 0, 0]",第694回,,,,,
2000-05-01,"[7, 9, 7]",第695回,,,,,
2000-05-03,"[0, 0, 3]",第696回,,,,,
2000-05-05,"[9, 7, 1]",第697回,,,,,
2000-05-08,"[9, 0, 7]",第698回,,,,,
2000-05-10,"[2, 7, 8]",第699回,,,,,
2000-05-12,"[2, 3, 2]",第700回,,,,,
2000-05-15,"[8, 8, 3]",第701回,,,,,
2000-05-17,"[9, 9, 3]",第702回,,,,,
2000-05-19,"[4, 2, 4]",第703回,,,,,
2000-05-22,"[8, 6, 9]",第704回,,,,,
2000-05-24,"[0, 9, 4]",第705回,,,,,
2000-05-26,"[9, 4, 8]",第706回,,,,,
2000-05-29,"[8, 5, 1]",第707回,,,,,
2000-05-31,"[3, 3, 7]",第708回,,,,,
2000-06-02,"[7, 6, 2]",第709回,,,,,
2000-06-05,"[1, 1, 4]",第710回,,,,,
2000-06-07,"[7, 5, 5]",第711回,,,,,
2000-06-09,"[4, 2, 8]",第712回,,,,,
2000-06-12,"[6, 2, 0]",第713回,,,,,
2000-06-14,"[9, 4, 3]",第714回,,,,,
2000-06-16,"[0, 4, 0]",第715回,,,,,
2000-06-19,"[4, 6, 9]",第716回,,,,,
2000-06-21,"[7, 4, 3]",第717回,,,,,
2000-06-23,"[2, 4, 1]",第718回,,,,,
2000-06-26,"[2, 3, 4]",第719回,,,,,
2000-06-28,"[2, 1, 7]",第720回,,,,,
2000-06-30,"[8, 8, 9]",第721回,,,,,
2000-07-03,"[2, 1, 4]",第722回,,,,,
2000-07-05,"[7, 3, 9]",第723回,,,,,
2000-07-07,"[3, 7, 6]",第724回,,,,,
2000-07-10,"[3, 9, 7]",第725回,,,,,
2000-07-12,"[6, 2, 9]",第726回,,,,,
2000-07-14,"[1, 2, 5]",第727回,,,,,
2000-07-17,"[7, 4, 3]",第728回,,,,,
2000-07-19,"[1, 8, 9]",第729回,,,,,
2000-07-21,"[9, 7, 4]",第730回,,,,,
2000-07-24,"[8, 0, 8]",第731回,,,,,
2000-07-26,"[7, 1, 5]",第732回,,,,,
2000-07-28,"[1, 7, 9]",第733回,,,,,
2000-07-31,"[4, 9, 6]",第734回,,,,,
2000-08-02,"[6, 1, 0]",第735回,,,,,
2000-08-04,"[6, 0, 3]",第736回,,,,,
2000-08-07,"[8, 2, 1]",第737回,,,,,
2000-08-09,"[0, 6, 5]",第738回,,,,,
2000-08-11,"[9, 1, 8]",第739回,,,,,
2000-08-14,"[6, 0, 2]",第740回,,,,,
2000-08-16,"[0, 5, 4]",第741回,,,,,
2000-08-18,"[2, 8, 6]",第742回,,,,,
2000-08-21,"[8, 5, 4]",第743回,,,,,
2000-08-23,"[9, 4, 6]",第744回,,,,,
2000-08-25,"[0, 3, 1]",第745回,,,,,
2000-08-28,"[1, 3, 4]",第746回,,,,,
2000-08-30,"[8, 3, 1]",第747回,,,,,
2000-09-01,"[6, 1, 7]",第748回,,,,,
2000-09-04,"[9, 2, 0]",第749回,,,,,
2000-09-06,"[9, 1, 2]",第750回,,,,,
2000-09-08,"[2, 6, 6]",第751回,,,,,
2000-09-11,"[3, 7, 0]",第752回,,,,,
2000-09-13,"[2, 0, 8]",第753回,,,,,
2000-09-15,"[3, 0, 7]",第754回,,,,,
2000-09-18,"[9, 8, 2]",第755回,,,,,
2000-09-20,"[3, 8, 6]",第756回,,,,,
2000-09-22,"[3, 7, 5]",第757回,,,,,
2000-09-25,"[0, 8, 8]",第758回,,,,,
2000-09-27,"[5, 4, 8]",第759回,,,,,
2000-09-29,"[6, 9, 9]",第760回,,,,,
2000-10-02,"[8, 0, 5]",第761回,,,,,
2000-10-04,"[8, 0, 4]",第762回,,,,,
2000-10-06,"[6, 1, 0]",第763回,,,,,
2000-10-09,"[0, 9, 4]",第764回,,,,,
2000-10-11,"[1, 1, 7]",第765回,,,,,
2000-10-13,"[8, 3, 5]",第766回,,,,,
2000-10-16,"[6, 1, 8]",第767回,,,,,
2000-10-18,"[1, 9, 2]",第768回,,,,,
2000-10-20,"[2, 2, 0]",第769回,,,,,
2000-10-23,"[3, 2, 5]",第770回,,,,,
2000-10-25,"[5, 2, 2]",第771回,,,,,
2000-10-27,"[5, 7, 4]",第772回,,,,,
2000-10-30,"[8, 1, 1]",第773回,,,,,
2000-11-01,"[0, 8, 0]",第774回,,,,,
2000-11-03,"[9, 2, 3]",第775回,,,,,
2000-11-06,"[3, 0, 2]",第776回,,,,,
2000-11-08,"[2, 3, 7]",第777回,,,,,
2000-11-10,"[2, 2, 6]",第778回,,,,,
2000-11-13,"[1, 6, 7]",第779回,,,,,
2000-11-15,"[0, 3, 3]",第780回,,,,,
2000-11-17,"[4, 7, 2]",第781回,,,,,
2000-11-20,"[0, 1, 4]",第782回,,,,,
2000-11-22,"[9, 2, 4]",第783回,,,,,
2000-11-24,"[7, 0, 3]",第784回,,,,,
2000-11-27,"[9, 0, 8]",第785回,,,,,
2000-11-29,"[1, 6, 0]",第786回,,,,,
2000-12-01,"[2, 2, 1]",第787回,,,,,
2000-12-04,"[4, 3, 3]",第788回,,,,,
2000-12-06,"[7, 8, 7]",第789回,,,,,
2000-12-08,"[8, 0, 7]",第790回,,,,,
2000-12-11,"[5, 5, 2]",第791回,,,,,
2000-12-13,"[2, 2, 0]",第792回,,,,,
2000-12-15,"[6, 8, 5]",第793回,,,,,
2000-12-18,"[1, 9, 9]",第794回,,,,,
2000-12-20,"[4, 6, 1]",第795回,,,,,
2000-12-22,"[3, 6, 0]",第796回,,,,,
2000-12-25,"[4, 1, 8]",第797回,,,,,
2000-12-27,"[4, 7, 7]",第798回,,,,,
2000-12-29,"[9, 5, 3]",第799回,,,,,
2001-01-05,"[8, 1, 7]",第800回,,,,,
2001-01-08,"[7, 9, 3]",第801回,,,,,
2001-01-10,"[4, 6, 8]",第802回,,,,,
2001-01-12,"[4, 0, 5]",第803回,,,,,
2001-01-15,"[3, 3, 1]",第804回,,,,,
2001-01-17,"[2, 2, 4]",第805回,,,,,
2001-01-19,"[2, 2, 1]",第806回,,,,,
2001-01-22,"[1, 2, 2]",第807回,,,,,
2001-01-24,"[2, 9, 6]",第808回,,,,,
2001-01-26,"[1, 2, 7]",第809回,,,,,
2001-01-29,"[9, 2, 9]",第810回,,,,,
2001-01-31,"[5, 5, 9]",第811回,,,,,
2001-02-02,"[6, 1, 4]",第812回,,,,,
2001-02-05,"[0, 9, 6]",第813回,,,,,
2001-02-07,"[8, 7, 3]",第814回,,,,,
2001-02-09,"[8, 3, 9]",第815回,,,,,
2001-02-12,"[6, 5, 0]",第816回,,,,,
2001-02-14,"[9, 2, 2]",第817回,,,,,
2001-02-16,"[4, 2, 7]",第818回,,,,,
2001-02-19,"[3, 6, 9]",第819回,,,,,
2001-02-21,"[0, 3, 3]",第820回,,,,,
2001-02-23,"[2, 9, 2]",第821回,,,,,
2001-02-26,"[4, 5, 9]",第822回,,,,,
2001-02-28,"[5, 3, 5]",第823回,,,,,
2001-03-02,"[1, 0, 2]",第824回,,,,,
2001-03-05,"[3, 3, 9]",第825回,,,,,
2001-03-07,"[8, 2, 3]",第826回,,,,,
2001-03-09,"[8, 0, 2]",第827回,,,,,
2001-03-12,"[9, 3, 9]",第828回,,,,,
2001-03-14,"[4, 4, 2]",第829回,,,,,
2001-03-16,"[2, 4, 7]",第830回,,,,,
2001-03-19,"[7, 6, 4]",第831回,,,,,
2001-03-21,"[6, 2, 6]",第832回,,,,,
2001-03-23,"[8, 2, 6]",第833回,,,,,
2001-03-26,"[5, 9, 4]",第834回,,,,,
2001-03-28,"[3, 0, 9]",第835回,,,,,
2001-03-30,"[9, 2, 6]",第836回,,,,,
2001-04-02,"[5, 3, 9]",第837回,,,,,
2001-04-04,"[5, 2, 4]",第838回,,,,,
2001-04-06,"[6, 7, 9]",第839回,,,,,
2001-04-09,"[0, 5, 9]",第840回,,,,,
2001-04-11,"[3, 0, 6]",第841回,,,,,
2001-04-13,"[2, 1, 9]",第842回,,,,,
2001-04-16,"[7, 6, 8]",第843回,,,,,
2001-04-18,"[1, 7, 0]",第844回,,,,,
2001-04-20,"[2, 7, 4]",第845回,,,,,
2001-04-23,"[5, 3, 1]",第846回,,,,,
2001-04-25,"[4, 7, 3]",第847回,,,,,
2001-04-27,"[0, 9, 8]",第848回,,,,,
2001-04-30,"[5, 3, 9]",第849回,,,,,
2001-05-02,"[6, 4, 6]",第850回,,,,,
2001-05-04,"[7, 1, 7]",第851回,,,,,
2001-05-07,"[0, 5, 7]",第852回,,,,,
2001-05-09,"[3, 6, 3]",第853回,,,,,
2001-05-11,"[1, 1, 2]",第854回,,,,,
2001-05-14,"[9, 3, 9]",第855回,,,,,
2001-05-16,"[0, 9, 9]",第856回,,,,,
2001-05-18,"[9, 2, 1]",第857回,,,,,
2001-05-21,"[5, 1, 0]",第858回,,,,,
2001-05-23,"[4, 0, 0]",第859回,,,,,
2001-05-25,"[9, 6, 3]",第860回,,,,,
2001-05-28,"[9, 3, 1]",第861回,,,,,
2001-05-30,"[8, 8, 3]",第862回,,,,,
2001-06-01,"[5, 8, 5]",第863回,,,,,
2001-06-04,"[4, 2, 6]",第864回,,,,,
2001-06-06,"[3, 2, 9]",第865回,,,,,
2001-06-08,"[5, 7, 1]",第866回,,,,,
2001-06-11,"[4, 3, 2]",第867回,,,,,
2001-06-13,"[6, 3, 4]",第868回,,,,,
2001-06-15,"[2, 4, 5]",第869回,,,,,
2001-06-18,"[7, 7, 2]",第870回,,,,,
2001-06-20,"[6, 3, 9]",第871回,,,,,
2001-06-22,"[7, 5, 5]",第872回,,,,,
2001-06-25,"[3, 6, 7]",第873回,,,,,
2001-06-27,"[4, 5, 4]",第874回,,,,,
2001-06-29,"[7, 7, 8]",第875回,,,,,
2001-07-02,"[8, 4, 5]",第876回,,,,,
2001-07-04,"[5, 8, 9]",第877回,,,,,
2001-07-06,"[3, 1, 8]",第878回,,,,,
2001-07-09,"[9, 0, 8]",第879回,,,,,
2001-07-11,"[6, 7, 8]",第880回,,,,,
2001-07-13,"[4, 9, 4]",第881回,,,,,
2001-07-16,"[7, 0, 3]",第882回,,,,,
2001-07-18,"[7, 4, 5]",第883回,,,,,
2001-07-20,"[3, 8, 8]",第884回,,,,,
2001-07-23,"[3, 0, 7]",第885回,,,,,
2001-07-25,"[3, 0, 2]",第886回,,,,,
2001-07-27,"[6, 7, 2]",第887回,,,,,
2001-07-30,"[6, 9, 1]",第888回,,,,,
2001-08-01,"[1, 3, 9]",第889回,,,,,
2001-08-03,"[3, 3, 2]",第890回,,,,,
2001-08-06,"[2, 5, 4]",第891回,,,,,
2001-08-08,"[3, 5, 3]",第892回,,,,,
2001-08-10,"[1, 8, 4]",第893回,,,,,
2001-08-13,"[5, 9, 2]",第894回,,,,,
2001-08-15,"[6, 1, 4]",第895回,,,,,
2001-08-17,"[1, 0, 8]",第896回,,,,,
2001-08-20,"[0, 5, 5]",第897回,,,,,
2001-08-22,"[9, 8, 0]",第898回,,,,,
2001-08-24,"[3, 5, 0]",第899回,,,,,
2001-08-27,"[0, 8, 8]",第900回,,,,,
2001-08-29,"[6, 9, 4]",第901回,,,,,
2001-08-31,"[3, 7, 7]",第902回,,,,,
2001-09-03,"[6, 4, 8]",第903回,,,,,
2001-09-05,"[0, 0, 5]",第904回,,,,,
2001-09-07,"[8, 1, 2]",第905回,,,,,
2001-09-10,"[2, 0, 2]",第906回,,,,,
2001-09-12,"[8, 6, 5]",第907回,,,,,
2001-09-14,"[0, 4, 2]",第908回,,,,,
2001-09-17,"[1, 1, 6]",第909回,,,,,
2001-09-19,"[9, 4, 7]",第910回,,,,,
2001-09-21,"[9, 7, 2]",第911回,,,,,
2001-09-24,"[8, 9, 1]",第912回,,,,,
2001-09-26,"[5, 2, 4]",第913回,,,,,
2001-09-28,"[7, 3, 7]",第914回,,,,,
2001-10-01,"[3, 5, 6]",第915回,,,,,
2001-10-03,"[2, 7, 6]",第916回,,,,,
2001-10-05,"[5, 0, 2]",第917回,,,,,
2001-10-08,"[9, 9, 7]",第918回,,,,,
2001-10-10,"[2, 2, 3]",第919回,,,,,
2001-10-12,"[4, 9, 8]",第920回,,,,,
2001-10-15,"[3, 1, 5]",第921回,,,,,
2001-10-17,"[8, 9, 3]",第922回,,,,,
2001-10-19,"[2, 3, 2]",第923回,,,,,
2001-10-22,"[5, 1, 1]",第924回,,,,,
2001-10-24,"[9, 7, 1]",第925回,,,,,
2001-10-26,"[3, 7, 3]",第926回,,,,,
2001-10-29,"[4, 6, 8]",第927回,,,,,
2001-10-31,"[8, 4, 8]",第928回,,,,,
2001-11-02,"[0, 3, 2]",第929回,,,,,
2001-11-05,"[9, 0, 5]",第930回,,,,,
2001-11-07,"[3, 3, 0]",第931回,,,,,
2001-11-09,"[4, 7, 1]",第932回,,,,,
2001-11-12,"[3, 3, 7]",第933回,,,,,
2001-11-14,"[3, 6, 1]",第934回,,,,,
2001-11-16,"[3, 0, 4]",第935回,,,,,
2001-11-19,"[6, 6, 6]",第936回,,,,,
2001-11-21,"[8, 6, 5]",第937回,,,,,
2001-11-23,"[6, 0, 3]",第938回,,,,,
2001-11-26,"[3, 0, 8]",第939回,,,,,
2001-11-28,"[1, 8, 8]",第940回,,,,,
2001-11-30,"[0, 5, 9]",第941回,,,,,
2001-12-03,"[6, 1, 4]",第942回,,,,,
2001-12-05,"[8, 8, 1]",第943回,,,,,
2001-12-07,"[9, 3, 7]",第944回,,,,,
2001-12-10,"[0, 1, 9]",第945回,,,,,
2001-12-12,"[3, 6, 1]",第946回,,,,,
2001-12-14,"[2, 2, 0]",第947回,,,,,
2001-12-17,"[4, 7, 8]",第948回,,,,,
2001-12-19,"[7, 8, 8]",第949回,,,,,
2001-12-21,"[7, 0, 7]",第950回,,,,,
2001-12-24,"[1, 4, 7]",第951回,,,,,
2001-12-26,"[5, 4, 9]",第952回,,,,,
2001-12-28,"[8, 7, 5]",第953回,,,,,
2002-01-04,"[1, 0, 3]",第954回,,,,,
2002-01-07,"[8, 4, 5]",第955回,,,,,
2002-01-09,"[9, 8, 1]",第956回,,,,,
2002-01-11,"[5, 3, 3]",第957回,,,,,
2002-01-14,"[4, 5, 4]",第958回,,,,,
2002-01-16,"[9, 1, 1]",第959回,,,,,
2002-01-18,"[0, 6, 0]",第960回,,,,,
2002-01-21,"[3, 4, 5]",第961回,,,,,
2002-01-23,"[5, 5, 9]",第962回,,,,,
2002-01-25,"[8, 0, 5]",第963回,,,,,
2002-01-28,"[2, 3, 0]",第964回,,,,,
2002-01-30,"[1, 3, 1]",第965回,,,,,
2002-02-01,"[8, 3, 2]",第966回,,,,,
2002-02-04,"[7, 1, 5]",第967回,,,,,
2002-02-06,"[1, 8, 1]",第968回,,,,,
2002-02-08,"[9, 5, 0]",第969回,,,,,
2002-02-11,"[7, 4, 9]",第970回,,,,,
2002-02-13,"[1, 4, 7]",第971回,,,,,
2002-02-15,"[3, 3, 7]",第972回,,,,,
2002-02-18,"[5, 5, 7]",第973回,,,,,
2002-02-20,"[7, 9, 5]",第974回,,,,,
2002-02-22,"[4, 3, 2]",第975回,,,,,
2002-02-25,"[0, 0, 0]",第976回,,,,,
2002-02-27,"[1, 9, 2]",第977回,,,,,
2002-03-01,"[1, 5, 8]",第978回,,,,,
2002-03-04,"[0, 1, 1]",第979回,,,,,
2002-03-06,"[4, 2, 0]",第980回,,,,,
2002-03-08,"[2, 5, 0]",第981回,,,,,
2002-03-11,"[0, 7, 1]",第982回,,,,,
2002-03-13,"[7, 2, 7]",第983回,,,,,
2002-03-15,"[8, 2, 4]",第984回,,,,,
2002-03-18,"[6, 2, 2]",第985回,,,,,
2002-03-20,"[5, 0, 5]",第986回,,,,,
2002-03-22,"[6, 8, 3]",第987回,,,,,
2002-03-25,"[2, 4, 1]",第988回,,,,,
2002-03-27,"[9, 7, 9]",第989回,,,,,
2002-03-29,"[5, 4, 3]",第990回,,,,,
2002-04-01,"[5, 0, 5]",第991回,,,,,
2002-04-03,"[1, 2, 4]",第992回,,,,,
2002-04-05,"[3, 9, 3]",第993回,,,,,
2002-04-08,"[6, 5, 8]",第994回,,,,,
2002-04-10,"[3, 1, 2]",第995回,,,,,
2002-04-12,"[9, 3, 1]",第996回,,,,,
2002-04-15,"[1, 6, 8]",第997回,,,,,
2002-04-17,"[8, 5, 1]",第998回,,,,,
2002-04-19,"[1, 8, 9]",第999回,,,,,
2002-04-22,"[1, 6, 5]",第1000回,,,,,
2002-04-24,"[8, 2, 8]",第1001回,,,,,
2002-04-26,"[3, 2, 4]",第1002回,,,,,
2002-04-29,"[2, 4, 1]",第1003回,,,,,
2002-05-01,"[6, 2, 9]",第1004回,,,,,
2002-05-03,"[2, 1, 5]",第1005回,,,,,
2002-05-06,"[2, 3, 3]",第1006回,,,,,
2002-05-08,"[2, 9, 7]",第1007回,,,,,
2002-05-10,"[3, 8, 1]",第1008回,,,,,
2002-05-13,"[6, 9, 9]",第1009回,,,,,
2002-05-15,"[6, 9, 5]",第1010回,,,,,
2002-05-17,"[8, 1, 3]",第1011回,,,,,
2002-05-20,"[6, 9, 0]",第1012回,,,,,
2002-05-22,"[1, 9, 9]",第1013回,,,,,
2002-05-24,"[7, 5, 8]",第1014回,,,,,
2002-05-27,"[9, 2, 2]",第1015回,,,,,
2002-05-29,"[8, 1, 0]",第1016回,,,,,
2002-05-31,"[4, 6, 3]",第1017回,,,,,
2002-06-03,"[7, 4, 9]",第1018回,,,,,
2002-06-05,"[5, 4, 6]",第1019回,,,,,
2002-06-07,"[1, 4, 0]",第1020回,,,,,
2002-06-10,"[6, 4, 2]",第1021回,,,,,
2002-06-12,"[4, 6, 3]",第1022回,,,,,
2002-06-14,"[2, 2, 4]",第1023回,,,,,
